#1_usercol	2_usercol	3_usercol	5_pct_gc	7_num_C	8_num_G	12_seq_len
chr1	10353405	10353521	0.525862	31	30	116
chr1	10353405	10353521	0.525862	31	30	116
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	11550774	11550895	0.619835	36	39	121
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115835	16115962	0.685039	30	57	127
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115836	16115950	0.692982	27	52	114
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115852	16115970	0.677966	31	49	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115881	16115999	0.745763	26	62	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16115920	16116038	0.694915	36	46	118
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	16116246	16116367	0.694215	37	47	121
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19640561	19640673	0.553571	25	37	112
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	19651254	19651375	0.685950	40	43	121
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245968	0.521008	24	38	119
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245849	22245974	0.528000	24	42	125
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245851	22245972	0.512397	24	38	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245856	22245977	0.504132	21	40	121
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245859	22245977	0.491525	20	38	118
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245860	22245975	0.486957	20	36	115
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245862	22245975	0.486726	19	36	113
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22245863	22245969	0.481132	19	32	106
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801819	22801935	0.560345	37	28	116
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801825	22801945	0.566667	39	29	120
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801869	22801986	0.623932	38	35	117
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801892	22802010	0.644068	38	38	118
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801966	22802087	0.652893	28	51	121
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801976	22802093	0.641026	24	51	117
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22801979	22802091	0.642857	23	49	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876725	22876837	0.642857	37	35	112
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876745	22876856	0.585586	40	25	111
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	22876746	22876866	0.583333	45	25	120
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371129	23371243	0.649123	38	36	114
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371136	23371257	0.636364	35	42	121
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371149	23371264	0.600000	31	38	115
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371155	23371271	0.586207	31	37	116
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	23371164	23371279	0.565217	31	34	115
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391400	24391535	0.592593	45	35	135
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391417	24391535	0.576271	38	30	118
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	24391425	24391540	0.573913	38	28	115
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26154839	26154959	0.666667	44	36	120
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826663	26826781	0.847458	48	52	118
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	26826669	26826790	0.842975	50	52	121
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	27569898	27570010	0.616071	33	36	112
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911488	30911623	0.592593	35	45	135
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911490	30911605	0.600000	29	40	115
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911491	30911607	0.603448	29	41	116
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911492	30911607	0.608696	29	41	115
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	30911516	30911630	0.578947	39	27	114
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944356	31944477	0.545455	35	31	121
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	31944362	31944480	0.525424	33	29	118
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013381	32013503	0.631148	60	17	122
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	32013384	32013498	0.614035	55	15	114
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	39098534	39098652	0.584746	32	37	118
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	44775578	44775694	0.629310	35	38	116
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520052	46520173	0.578512	44	26	121
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520053	46520168	0.582609	43	24	115
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	46520063	46520181	0.576271	41	27	118
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663071	0.547826	39	24	115
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	52662956	52663077	0.553719	41	26	121
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	149917894	149918009	0.591304	19	49	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150235990	150236105	0.600000	54	15	115
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	150259824	150259945	0.487603	35	24	121
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978777	155978897	0.633333	62	14	120
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978902	0.627119	61	13	118
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978911	0.614173	63	15	127
chr1	155978784	155978902	0.627119	61	13	118
